Siffos 2024,https://www.youtube.com/watch?v=dNxNRuJ1Ydw&ab_channel=ForeningenSIFFOS,40,,
Psyk 2024,https://www.youtube.com/watch?app=desktop&v=spuSvBoObLc&t=3s,24,,
Psykologi 2021,https://www.youtube.com/watch?v=BqW_H5deu0A&ab_channel=PsykologiKapsejlads,15,,
Fejlfri - Kapsejladsen 2025 JUS,https://www.youtube.com/watch?v=9IFXXGRZ8sM&ab_channel=JuridiskSelskab,23,,
SL 2021,https://www.youtube.com/watch?v=zv_kwN1ziqc&ab_channel=SLFestudvalg,0,,
Christian Sommer Vinder Kapsejladsen,https://www.youtube.com/watch?v=xScJ_OaP224&ab_channel=AfrikaSang,90,,
PF - Den Sorte Bus (KAPSEJLADSEN 2025),https://www.youtube.com/watch?v=sjdxexx3YtU&ab_channel=PF-PolitologiskForening,80,,
Humbug 2022,https://www.youtube.com/watch?v=prvsU68f2K8&ab_channel=Humbug,26,,
Profus 2024,https://www.youtube.com/watch?v=57uCzACPMaA&ab_channel=ProfusKapsejlads,15,,
Melodicus Fredagsband 2024,https://www.youtube.com/watch?v=TlrHOQUlVY0&ab_channel=KirstineAndersen,5,,
Umbi 2021,https://www.youtube.com/watch?v=IOgkkep30XU&ab_channel=PartysympaticusProductions,115,,
Ambrosia 2024,https://soundcloud.com/ambrosia-31391794/ambro-sig-ja,15,,
Apo 2018,https://www.youtube.com/watch?v=GgSj08EUcvk&ab_channel=Apollonia-Tandl%C3%A6geskolensfestudvalg,20,,
FUT 2022,https://www.youtube.com/watch?v=nnBisxzmUb8&ab_channel=FUTIngeni%C3%B8rernesFestudvalg,10,,
Umbi 2018,https://www.youtube.com/watch?v=sw-P6_p9psg&ab_channel=PartysympaticusProductions,5,,
Ambrosia 2023,https://www.youtube.com/watch?fbclid=IwAR06d6cJ5RwckAKHhJ5Y8Hy7f9FugAuIVcY91KG3nc0uO2E-ZHhMurE5bhU&v=EmKWRGCW-hk&feature=youtu.be&ab_channel=Ambrosia,60,,
Profus 2023 - Sejler Hurtigst,https://www.youtube.com/watch?v=QJn6i1NKhCA&t=0s&ab_channel=ProfusKapsejlads,43,,
Profus 2019,https://www.youtube.com/watch?v=wkRlpd5yBKQ&ab_channel=VIANYSOS,0,,
Psykologi 2016,https://www.youtube.com/watch?v=ph5bf-5jzbk&ab_channel=PsykologiKapsejlads,66,,
@lkymia 2018,https://www.youtube.com/watch?v=2fTNzVHxfI0&ab_channel=alkymiaalkymia,52,,
